cod;original;simplified
3674;Ahora y después de una remodelación y ampliación que ha durado varios años reabrió sus puertas a un nuevo Museo preparado para las necesidades y expectativas del siglo XXI, añadiendo el edificio de los Oviedo-Portal y el Edificio de Ampliación compuesto por cinco viejos del casco antiguo ovetense anexionados al Museo original.;Ahora y después de una reforma y ampliación que ha durado varios años reabrió sus puertas a un nuevo Museo preparado para las necesidades y expectativas del siglo XXI, añadiendo el edificio de los Oviedo-Portal y el Edificio de Ampliación compuesto por cinco viejos del casco antiguo ovetense anexionados al Museo original.
3664;La reunión por primera vez en un mismo espacio de la mayoría de sus obras maestras contribuirá decisivamente a dilucidar algunos de los interrogantes que aún planean sobre su obra, tanto a la hora de fijar su catálogo como a la de reconsiderar su cronología.;La reunión por primera vez en un mismo espacio de la mayoría de sus obras maestras contribuirá decisivamente a  esclarecer algunos de los interrogantes que aún planean sobre su obra, tanto a la hora de fijar su catálogo como a la de reconsiderar su cronología.
5855;fundamental acudir al fisioterapeuta en caso de sufrir cualquier patología;fundamental acudir al fisioterapeuta en caso de sufrir cualquier dolencia
2422;"En este sentido, resaltó que el actual Gobierno en funciones había diseñado ""el mayor presupuesto en materia de dependencia"" con más de 2.200 millones de euros y la previsión de un incremento este año de 830 millones";"En este sentido, resaltó que el actual Gobierno en funciones había diseñado ""el mayor presupuesto en materia de dependencia"" con más de 2.200 millones de euros y la previsión de un aumento este año de 830 millones"
7372;Basándose en más de un siglo de investigación e innovación, Nutricia ha aprovechado el poder de la nutrición que salva y cambia vidas, para crear un portfolio pionero en nutrición especializada que puede cambiar la trayectoria de la salud a lo largo de la vida.;Basándose en más de un siglo de investigación e innovación, Nutricia ha aprovechado el poder de la nutrición que salva y cambia vidas, para crear un portapapeles pionero en nutrición especializada que puede cambiar la trayectoria de la salud a lo largo de la vida.
7175;La Federación Lares, sin ánimo de lucro, va a aportar todo el talento del que dispone para reflexionar sobre lo que ha sucedido, para hacer un diagnóstico serio y riguroso y para planificar soluciones de futuro inmediato.;La Federación Lares, sin ánimo de beneficio, va a aportar todo el talento del que dispone para reflexionar sobre lo que ha sucedido, para hacer un diagnóstico serio y riguroso y para planificar soluciones de futuro inmediato.
5387;A través de dichas técnicas y habilidades, la doctora nos propone encontrar la paz interior, el equilibrio, el coraje y la fortaleza necesarias para afrontar el día a día, para poder adoptar una actitud más serena y tranquila que ayude a  vivir intensamente el momento presente, dejando de lado las preocupaciones sobre el incierto futuro o decepciones o momentos difíciles vividos en el pasado.;A través de dichas técnicas y habilidades, la doctora nos propone encontrar la paz interior, el equilibrio, el coraje y la fortaleza necesarias para afrontar el día a día, para poder adoptar una actitud más serena y tranquila que ayude a  vivir intensamente el momento presente, dejando de lado las preocupaciones sobre el dudoso futuro o decepciones o momentos difíciles vividos en el pasado.
1765;“No es sólo hacer lo justo desde un punto de vista ético o moral, es también lo más sensato desde el punto de vista económico”, ha insistido.;“No es sólo hacer lo justo desde un punto de vista ético o moral, es también lo más  serio desde el punto de vista económico”, ha insistido.
1092;"""Es la primera vez que me toca participar en unas elecciones y tengo mucha ilusión por ejercer en la mesa"", relató a Efe Puente Fuente, quien explicó que solicitó a la Junta Electoral de Zona contar con la ayuda de una amiga de confianza, Verónica González, y que las autoridades han demostrado ""mucha sensibilidad"" con su caso";"""Es la primera vez que me toca participar en unas elecciones y tengo mucha ilusión por ejercer en la mesa"", relató a Efe Puente Fuente, quien explicó que pidió a la Junta Electoral de Zona contar con la ayuda de una amiga de confianza, Verónica González, y que las autoridades han demostrado ""mucha sensibilidad"" con su caso"
2977;Una misión articulada a través de la accesibilidad integral, los productos y tecnologías de apoyo y el diseño para todas las personas.;Una tarea articulada a través de la accesibilidad integral, los productos y tecnologías de apoyo y el diseño para todas las personas.
4296;El autor propone para ello un programa basado en el entrenamiento mental basado en mindfulness y en cultivar una actitud amable y compasiva.;El autor propone para ello un programa basado en el entrenamiento mental basado en concentración y en cultivar una actitud amable y compasiva.
1165;El desarrollo urbanístico y el aumento de la población de las ciudades provocan que las personas  mayores encuentren dificultades a la hora de salir de calle: excesivo tráfico, conductores intolerantes, aceras en mal estado, barreras arquitectónicas, etc…;El desarrollo urbanístico y el aumento de la población de las ciudades provocan que las personas  mayores encuentren dificultades a la hora de salir de calle: excesivo tráfico, conductores  tozudos, aceras en mal estado, barreras arquitectónicas, etc…
6405;Los huesos están formados por una malla densa de colágeno, la responsable de aportar flexibilidad para soportar los impactos, y además gracias al colágeno el calcio es absorbido por el hueso.;Los huesos están formados por una malla  espeso de colágeno, la responsable de aportar flexibilidad para soportar los impactos, y además gracias al colágeno el calcio es absorbido por el hueso.
3041;“La ciencia y la investigación son una herramienta fundamental y tenemos que seguir impulsándola para hallar tratamientos que mejoren la calidad de vida de las personas con TEA y, en un futuro, alcanzar su curación”.;“La ciencia y la investigación son una herramienta fundamental y tenemos que seguir impulsándola para hallar medicamentos que mejoren la calidad de vida de las personas con TEA y, en un futuro, alcanzar su curación”.
6317;Acudir a revisiones odontológicas no solo ayuda a mantener una salud oral adecuada, sino que también permite la detección temprana de enfermedades bucales malignas o pre-malignas;Acudir a revisiones odontológicas no solo ayuda a mantener una salud oral adecuada, sino que también permite la detección temprana de enfermedades oral malignas o pre-malignas
183;Y todo ello redunda en una mejor salud;Y todo ello repercute en una mejor salud
4731;Es directora de la Unidad de demencias del hospital universitario Virgen de la Arrixaca de Murcia, miembro de la Sociedad Española de Neurología, investigadora principal en distintos ensayos en relación con las demencias… e impulsora de un proyecto novedoso.”Arte y cultura como terapia para la enfermedad de Alzheimer” En una vida de supuestos y aseveraciones, se queda con una apreciación personal;Es directora de la Unidad de demencias del hospital universitario Virgen de la Arrixaca de Murcia, miembro de la Sociedad Española de Neurología, investigadora principal en distintos ensayos en relación con las demencias… e impulsora de un proyecto  nuevo.”Arte y cultura como terapia para la enfermedad de Alzheimer” En una vida de supuestos y aseveraciones, se queda con una apreciación personal
3022;Ante la denuncia del Cermi, la Oadis solicitó información a las comunidades autónomas, y de los informes recibidos, dicho organismo concluye que “no hay un registro estatal o autonómico de las licencias municipales para taxis accesibles”;Ante la acusación del Cermi, la Oadis solicitó información a las comunidades autónomas, y de los informes recibidos, dicho organismo concluye que “no hay un registro estatal o autonómico de las licencias municipales para taxis accesibles”
1181;En 2017, hubo 248 peatones fallecidos, de los cuales el 71 % tenía 65 años o más y en las vías interurbanas 20 eran mayores de 74 años;En 2017, hubo 248 peatones muertos, de los cuales el 71 % tenía 65 años o más y en las vías interurbanas 20 eran mayores de 74 años
6372;Las mujeres y hombres «mayores» de ahora no tienen nada que ver con los de antes y el paso del tiempo no se afronta actualmente como entonces;Las mujeres y hombres «mayores» de ahora no tienen nada que ver con los de antes y el paso del tiempo no se hace frente actualmente como entonces
8442;Se han comunicado casos aislados de angioedema, erupciones bullosas como sÃ­ndrome de Stevens-Johnson, eritema multiforme y necrÃ³lisis epidÃ©rmica tÃ³xica con el uso de loperamida clorhidrato.;Se han comunicado casos aislados de hinchazÃ³n debajo de la piel, erupciones bullosas como sÃ­ndrome de Stevens-Johnson, mÃºltiples manchas rojas y enfermedad de la piel tÃ³xica con el uso de loperamida clorhidrato.
7924;Esta suele empeorar por la noche cuando el paciente estÃ¡ en decÃºbito y ocurre mÃ¡s frecuentemente en mujeres y en no fumadores Poco frecuentes (1/1000, < 1/100) : - Gastrointestinales: Nauseas - Piel: Exantema, prurito, urticaria, angioedema.;Esta suele empeorar por la noche cuando el paciente estÃ¡ en escaras y ocurre mÃ¡s frecuentemente en mujeres y en no fumadores Poco frecuentes (1/1000, < 1/100) : - Gastrointestinales: Nauseas - Piel: Exantema, picazÃ³n, urticaria, hinchazÃ³n debajo de la piel.
